index	name	color
1	HIP-rh	#0066cc
2	AMY-rh	#cc3333
3	pTHA-rh	#2d9e2d
4	aTHA-rh	#3cb63c
5	NAc-rh	#9933cc
6	GP-rh	#ff8800
7	PUT-rh	#00aaaa
8	CAU-rh	#ccaa00
9	HIP-lh	#0066cc
10	AMY-lh	#cc3333
11	pTHA-lh	#2d9e2d
12	aTHA-lh	#3cb63c
13	NAc-lh	#9933cc
14	GP-lh	#ff8800
15	PUT-lh	#00aaaa
16	CAU-lh	#ccaa00
